location|category|year|month|text
richmond|Finance|2013|1|Demand for both consumer and commercial loans varied across the District. A North Carolina lender noted that mortgages for new purchases of homes declined, in part because of economic uncertainty. However, a second North Carolina lender said new financing is outpacing refinancing at his bank. According to another North Carolina banker, the home mortgage business is improving and he indicated that refinancing has strengthened in his region; in addition, a number of lenders stated that the competition among lenders for refinancing business has been aggressive. Finally, a banking contact with several locations in the District reported that demand for consumer loans and mortgages had not changed much. Bankers in Maryland and West Virginia reported that foreclosures have slowed. A West Virginia banker said that while overall credit quality has been very good, residential mortgage delinquencies have crept up slightly, and that demand for commercial credit had been steady at a relative high rate in recent weeks. Another West Virginia banker remarked that his region's commercial and industrial loan demand had slowed because economic progress has been "lumpy." A banker in North Carolina reported that loan demand from businesses had remained weak despite lower borrowing rates, owing in part to economic uncertainty.
richmond|Real Estate|2013|1|Residential real estate activity continued to improve since our last report. A contact in South Carolina said that the real estate market was dynamic in the Charleston area and that demand and pricing were stronger than they had been in a long time. A Realtor in the Washington, D.C. area expects a strong market through early 2013, as the combination of record low inventory and low interest rates encourages new listings. A contact in West Virginia told us that home sales in his area have improved considerably and that prices were flat for the first time since the drop in values two years ago. Another source saw improvement in the "move up" market but little to no activity in the speculative market. He also remarked that the start-up market for housing remained flat and that the effect of student loans on credit scores was a cloud over the mortgage market.
richmond|Agriculture and Natural Resources|2013|1|Agricultural conditions remained favorable. Oil and natural gas production remained at high levels during the past six weeks. December was relatively mild across most of the District, with warmer than normal temperatures and significant precipitation. Small grain conditions improved with the added moisture, as did pastures and hayfields.
richmond|Labor Markets|2013|1|Conditions in labor markets weakened since our last report. There were several reports of soft demand for workers in part because businesses were reluctant to hire in the politically uncertain climate. Retail employment dropped sharply in recent weeks, and several service sector contacts indicated that hiring decisions were in a holding pattern. Exceptions were to fill vacated positions and to ease nursing shortages, and a Washington contact remarked that restaurants were paying bonuses to attract managers. Sources continued to report difficulty finding qualified workers to fill vacancies, particularly in advanced manufacturing. Two Virginia temporary employment agencies noted increased demand for high tech and highly skilled workers. According to an ad hoc poll, less than half of the retailers who made seasonal hires expected to offer those employees a permanent position after the holidays. Wage growth in manufacturing remained moderate, even among skilled workers, while average retail wages declined. In contrast, non-retail service sector wages continued to rise at a moderate pace.
kansas_city|Consumer Spending|2013|1|Consumer spending edged up in November and December, and sales expectations softened heading into the new year. Retail sales rose since the last survey period but retailers expected less growth after the holiday season. Several store owners noted that lower-priced items and home furnishings sold particularly well while sales of high-end items remained sluggish. Auto sales slowed but remained higher than a year ago and some dealers noted undesirably high inventory levels. Near-term sales expectations also eased but generally remained positive. Hotel traffic fell sharply and occupancy rates were substantially below last year's levels. Although tourist activity picked up somewhat, visitor counts remained well below a year ago and were not expected to improve in the near-term. Despite slightly better sales and higher selling prices, restaurant owners turned pessimistic about future sales growth as food costs mounted. Numerous contacts pinned their less positive outlook for future growth on uncertainty associated with the fiscal cliff that was inhibiting consumer spending.
kansas_city|Manufacturing and Other Business Activity|2013|1|Manufacturing activity eased since the last survey period, particularly in the non-durable goods sector. Factory production retreated to year-ago levels after a more pronounced contraction in non-durable goods activity trimmed production over the past month. The relative strength of durable goods activity was supported by the production and sales of electrical equipment, appliances, and components. Manufacturers expected generally stronger activity over the next six months. Factory managers at non-durable goods plants, however, were more optimistic about future activity than their peers at durable goods plants with stronger expectations for production, shipments, and new orders over the next six months. Despite a potential rebound in manufacturing activity, factory employment was not expected to rise, with some manufacturers noting that they were delaying hiring plans because of uncertainty in tax and regulatory policies. High-tech service firms expected robust sales and capital spending over the next three months. With railroad traffic continuing to rise and flat sales expectations at transportation service firms, backlogs and capital spending remained solid.
kansas_city|Real Estate and Construction|2013|1|Residential and commercial real estate sales accelerated since the last survey period despite some weakness in new residential construction. Persistently strong sales of existing residential homes drove prices higher as home inventories continued to fall. Real estate contacts noted that low- to mid-priced homes continued to sell well. Overall mortgage activity and refinancings remained higher than a year ago although expectations for the coming months edged down. Despite recent strength at construction supply firms, sales deteriorated unexpectedly over the past month due partly to higher selling prices. Builders noted that surging lumber and drywall costs led to fewer housing starts in November and December. Commercial real estate markets also improved substantially since the last survey period. Vacancy rates continued to fall with a notable improvement in sales, absorption, and rents, although some contacts noted that economic uncertainty hindered activity. Rising commercial real estate prices were expected to persist in the coming months, but contacts expected a slower pace of both sales activity and absorptions.
kansas_city|Banking|2013|1|Bankers, on average, reported stronger loan demand, improved loan quality, and higher deposit levels in the recent survey period.  Overall loan demand continued to strengthen, led by demand for residential and commercial real estate loans. Respondents also reported stable loan demand for both commercial and industrial loans and consumer installment loans. Interest rates on commercial and industrial loans continued to edge lower. Most bankers reported improved loan quality compared to a year ago, and they also expected the outlook for loan quality to continue improving over the next six months.  Credit standards remained largely unchanged in all major loan categories and respondents also reported generally higher deposit levels since the last survey period.
kansas_city|Agriculture|2013|1|Drought continued to impact crop conditions and livestock profits improved with higher livestock prices and lower feed costs. District winter wheat conditions remained relatively poor due to persistent drought. The drought also caused water levels on the Mississippi River to fall further, hindering commodity transportation to and from agricultural regions. Still net farm incomes remained high due to historically high crop prices and crop insurance payments. Livestock profit margins also improved over the past six weeks due to a post-harvest decline in crop prices and rising livestock prices. District contacts noted a surge in land sales, sparked by concerns of tax policy changes in the new year.
kansas_city|Energy|2013|1|District energy activity contracted in November and December and was expected to slow further in the coming months. The number of active oil rigs in the District eased from the previous survey period despite a year-end uptick in crude oil prices. The number of active natural gas rigs declined as high supplies of natural gas in storage kept prices from rising due to winter heating needs.  contacts expected steady demand to stabilize oil prices and the current oversupply of natural gas to push prices lower. Wyoming's coal output dropped in December and annual production fell moderately short of year-ago levels. District ethanol production remained steady and profit margins, while still poor, improved slightly with easing corn prices.
kansas_city|Wages and Prices|2013|1|Although wage pressures remained subdued during the survey period, raw materials prices rose further and more companies expected to raise finished goods prices in the coming months. Many businesses reported delaying hiring due to uncertainty surrounding the fiscal cliff and health care policy. Yet, some firms were offering wage premiums to fill specialized positions, particularly in the energy, high-tech, transportation, and construction industries. Raw material costs at factories climbed higher, and more factories planned to raise finished goods prices over the next six months. Builders expected higher prices for many construction materials, particularly lumber and drywall, to continue climbing due to tight supplies. After rising during the holiday shopping season, retailers expected retail prices to flatten during the coming months. Restaurant owners planned to increase menu prices due to high food costs. In contrast, fewer bookings led hotel operators to reduce average room rates.
kansas_city||2013|1|Wages and PricesAlthough wage pressures remained subdued during the survey period, raw materials prices rose further and more companies expected to raise finished goods prices in the coming months. Many businesses reported delaying hiring due to uncertainty surrounding the fiscal cliff and health care policy. Yet, some firms were offering wage premiums to fill specialized positions, particularly in the energy, high-tech, transportation, and construction industries. Raw material costs at factories climbed higher, and more factories planned to raise finished goods prices over the next six months. Builders expected higher prices for many construction materials, particularly lumber and drywall, to continue climbing due to tight supplies. After rising during the holiday shopping season, retailers expected retail prices to flatten during the coming months. Restaurant owners planned to increase menu prices due to high food costs. In contrast, fewer bookings led hotel operators to reduce average room rates.
san_francisco|Wages and Prices|2011|11|Price inflation for final goods and services was limited during the reporting period. Contacts noted a recent uptick in the prices for energy inputs, particularly oil, and price increases for assorted food items at the retail level. However, the combination of robust supplier competition and lackluster final demand continued to hold down price pressures for most retail goods and services.
san_francisco|Retail Trade and Services|2011|11|Retail sales grew further on balance. Modest gains were noted for traditional department stores and discount chains alike, with particular demand strength for small appliances and other inexpensive household products. By contrast, sales were largely unchanged for retailers of major appliances, furniture, and electronics. Sales were largely flat for grocers, and industry contacts noted that they are keeping a close eye on inventories at the start of the holiday season to avoid overstocking. Sales of new automobiles continued to strengthen, with replenished inventories for some Japanese brands supporting sales gains in response to growing consumer demand. For the upcoming holiday retail season, contacts generally expect sales to match or slightly exceed the levels reached during last year's season.
san_francisco|Manufacturing|2011|11|activity in the District firmed a bit further on net during the reporting period of October through mid-November. For manufacturers of semiconductors and other technology products, capacity utilization rates remained quite high; demand growth stayed positive but continued to slow, especially for components used in consumer electronics products. Production activity expanded a bit from existing high levels for makers of commercial aircraft and parts, as modest growth in new orders added to an existing backlog. Activity was largely stable or up slightly for metal fabricators. For petroleum refiners, weak domestic demand for gasoline was offset by robust domestic and export demand for distillate products, notably diesel fuel, holding overall capacity utilization rates near their long-term averages. Production activity continued to expand for food manufacturers, while demand stayed stuck at depressed levels for manufacturers of wood products.
san_francisco|Agriculture and Resource-related Industries|2011|11|Demand growth and sales were robust for agricultural products, and extraction activity expanded further for minerals and natural resources used for energy production. Orders and sales continued to grow for assorted crops and livestock products, especially for those with extensive export markets. Contacts noted that agricultural input costs remained largely stable, with the exception of significant increases in the cost of fertilizer. Mining activity expanded further, propelled by high price levels for a variety of metals. Extraction activity grew for crude oil, largely in response to robust foreign demand, and demand for natural gas was largely unchanged.
san_francisco|Real Estate and Construction|2011|11|Home sales and construction remained anemic, and demand for commercial real estate was largely stable but weak. The pace of home sales was quite subdued, with contacts noting that despite low interest rates, relatively strict lending requirements have constrained purchasing activity. As a result of lackluster sales and the large number of financially distressed properties, the pace of home construction stayed depressed and home prices remained flat. By contrast, demand for residential rental units grew further. Demand for commercial real estate remained weak overall, as reflected in elevated vacancy rates and heightened caution by tenants to commit to long-term leases. However, declining vacancy rates were noted for selected geographic areas that are benefiting from growth in the technology sector, primarily the San Francisco Bay Area and Seattle. The vast majority of contacts expect demand in residential and commercial real estate markets to change little in the near term.
san_francisco|Financial Institutions|2011|11|Reports from District banking contacts indicated that loan demand was largely unchanged compared with the prior reporting period. With businesses remaining cautious in their approach to capital spending, the volume of new commercial and industrial loans stayed slightly depressed overall. However, reports continued to indicate stiff competition among lenders to extend credit to well-qualified small and medium-sized businesses, which has been creating downward pressure on rates and fees. No changes in demand for consumer credit were noted. Slight improvements in overall credit quality were noted, but lending standards remained relatively restrictive for many types of business and consumer loans. In a departure from prior positive reports, contacts from the venture capital sector reported a slowdown in investment activity and funding.
boston|Retail and Tourism|2011|11|First District retailers contacted in mid-November express less uncertainty about recent business trends than they did in early October; their estimates of 2011 annual sales are generally more positive and the 2012 outlook is more optimistic than last time. One large retailer selling both durable and nondurable goods reports that third quarter comparable store sales were up 3 percent over 2010:Q3. Another durable goods retailer reports that sales in recent weeks have been almost 5 percent above what they consider the benchmark for a solid sales week. Notably, a couple of contacts who last time expected 2011 sales gains of 4 percent or 6.5 percent from 2010 have now revised their estimates upward to between 7.5 percent and 8 percent. With one exception, responding consumer-goods retailers expect final 2011 sales to range from 6 percent to 8 percent over 2010, but one foresees annual 2011 sales to track 1 percent to 9 percent lower than 2010. Respondents say that consumers are regaining some confidence, although such comments are still tempered with caution, particularly regarding durable goods purchases. Budgeted pay increases range from 2 percent to 3.3 percent. Some contacts report ongoing wholesale price increases, while others say cost increases have moderated.
boston|Manufacturing and Related Services|2011|11|The First District manufacturing picture remains mixed. On the whole, contacts report relatively strong performance continuing in recent months, but ongoing concern about potential weakness in the global economy is tempering growth forecasts and leading to only limited capital investment and hiring activity. Of the firms contacted this month, all but one recorded sales growth year-on-year and many report double-digit growth. The growth is broad-based geographically; most firms report strongest growth in Asia, followed by domestic sales, but even Europe results remain fairly robust, despite the sovereign debt crisis. One contact making laboratory instruments commented that "reports of Europe's demise are premature" but others are less sanguine about Europe. A major supplier to the auto industry reports a September year-on-year sales decline in Europe of 7 percent, but a year-to-date European sales increase of 11 percent, only slightly less than the almost-13 percent recorded in Asia.
boston|Software and Information Technology Services|2011|11|New England software and information technology contacts report continued growth, with year-over-year revenue increases ranging from mid-single digits to 20 percent in the most recent quarter. Contacts report upticks in demand across the board, including in the manufacturing, financial, and medical sectors. Increased activity has led all contacts to increase their headcounts relative to a year ago, many by over 5 percent; at the same time, many report continued difficulty in attracting and retaining qualified software engineers, programmers, and sales personnel. Respondents report annual wage increases for most employees between 3 percent and 5 percent, with one firm increasing the wages of software engineers by more. Many contacts express renewed concerns regarding the federal budget and the European debt crisis. Nonetheless, First District software and IT contacts are generally more optimistic than they were three months ago. With strong order pipelines, most are expecting revenue in early 2012 to be 10 percent to 20 percent higher than in early 2011.
boston|Staffing Services|2011|11|First District staffing contacts report mixed activity through the end of October, with some experiencing downticks and others posting modest increases. Year-over-year revenue changes vary widely, from flat to up by more than 25 percent. Labor demand is generally flat relative to three months ago, although a few contacts report upticks in the software-IT, manufacturing, and legal sectors. Demand for permanent and temporary-to-permanent hiring continues to grow. Supply of high-end labor remains tight in the region, and a few contacts report difficulty finding medical assistants, CNC operators, and welders. Bill rates and pay rates are steady or up slightly, with most contacts attributing increases to more high-end placements as well as a tight supply of skilled workers. First District staffing contacts say they believe that the labor market is performing better in New England than in the nation as a whole; they express hope for more consistent growth in 2012.
boston|Commercial Real Estate|2011|11|The majority of contacts in the First District describe conditions in commercial real estate markets as roughly unchanged since the last report, although some note small improvements in fundamentals. In Hartford, vacancy rates for Class A downtown office space continue to hover around 20 percent and leasing demand remains muted in light of a flat labor market. In Boston, office leasing activity is roughly steady at a moderate pace, although tenants reportedly lack a sense of urgency to sign deals. Boston's Back Bay and East Cambridge submarkets continue to show strong demand and relatively low vacancy rates, with the result that rents on Class A office space in Back Bay now exceed those for comparable space in Boston's financial district, where vacancy rates remain in the mid-teens. Portland saw modest absorption of retail and Class B office space and in recent weeks amid strong overall leasing volume, while some new vacancies arose in the Class A office market. Leasing demand tapered off in recent weeks in Providence, as suburban Rhode Island experienced a modest uptick in leasing activity.
boston|Residential Real Estate|2011|11|Sales activity in New England for single-family homes and condominiums continues to languish according to contacts throughout the region. Sales figures rose moderately in September compared to a year ago, but these increases reflect several months of dismal sales following the expiration of the tax credit in mid-2010. Respondents say housing market conditions have remained largely unchanged in the last several months. Most contacts characterize the market as stable and consistent, but believe the beginning of a recovery remains fairly distant. While low interest rates have made financing more affordable to qualified homebuyers, contacts report tighter credit standards as a constraint. The median sale price of homes also rose in September from a year earlier in the region, except for Rhode Island, where prices have been below year-earlier levels for several months. October data for the Greater Boston area, by contrast, show a 10.5 percent year-over-year decline in the median sale price of homes.
minneapolis|Consumer Spending and Tourism|2011|11|Consumer spending grew moderately. A major Minneapolis-based retailer reported that same-store sales in October increased about 3 percent compared with a year earlier. A Minneapolis area mall reported that recent sales were up between 3 percent and 5 percent, as cooler weather inspired shoppers to buy fall goods. According to the University of St. Thomas Holiday Spending Sentiment Survey, Minneapolis-St. Paul households are predicted to spend 3.4 percent more on holiday gifts than last year. Auto sales in the Minneapolis-St. Paul area increased since the last report, according to a domestic auto dealer. However, a Minnesota-based clothing retailer announced plans to close several stores and reduce its workforce. Preliminary results of the Minneapolis Fed's business outlook poll indicated that respondents expect slight increases in consumer spending in their communities and increased sales of their businesses' products and services.
minneapolis|Construction and Real Estate|2011|11|Commercial construction activity increased modestly since the last report. Respondents to a November Minneapolis Fed ad hoc survey of commercial construction contacts reported an increase in construction activity for health care facilities and industrial buildings. However, the value of commercial building permits in the Sioux Falls, S.D., area was down slightly in October from October 2010. Residential construction increased from last year. Several multifamily construction projects were announced or are under construction in the Minneapolis-St. Paul area. The number of permitted residential units in Minnesota was up in September from a year ago. However, in the Sioux Falls area, the value of residential building permits in October was level with the same period a year earlier.
minneapolis|Services|2011|11|On balance, professional business services firms expect increased activity. Based on results from the business outlook poll, respondents from the services sector expect to increase sales and capital investment in 2012. "Things generally are better," commented a Montana professional services firm.
minneapolis|Manufacturing|2011|11|activity was mixed since the last report. An October survey of purchasing managers by Creighton University (Omaha, Neb.) showed that production increased in Minnesota and North Dakota, but unexpectedly contracted slightly in South Dakota. Bank Directors noted that manufacturing was doing well with some equipment backlogs extending throughout 2012. Producers of storage bins for agricultural use reported strong demand. However, a window maker announced that it will lay off workers due to weak home construction. A large printing operation in Minnesota halted expansion plans due to uncertainty about the economy.
minneapolis|Energy and Mining|2011|11|The energy and mining sectors saw continued strong growth. Oil exploration activity increased in Montana since the last report, but decreased slightly in North Dakota. In North Dakota, regulators approved plans for a 105-megawatt wind farm, and three other wind energy projects are under review. A short line railroad reported that it saw strong demand growth from the wind energy and oil drilling sectors. District mines continued to operate at very high capacity utilization rates.
minneapolis|Agriculture|2011|11|Agricultural conditions remained generally strong. Farm financial conditions were very strong due to high commodity prices. Prices for hogs, cattle, turkeys and eggs increased in October; prices for corn, soybeans and wheat declined, but remain substantially above their year-earlier levels. The harvest went quickly, thanks to recent dry weather. District corn production was roughly even with 2010; however, soybean production was down more than 12 percent. Wheat production was down dramatically in some areas of the District.
minneapolis|Employment, Wages, and Prices|2011|11|Labor markets showed some signs of tightening. In a recent survey of Minnesota manufacturers, 45 percent of respondents reported that skilled-worker shortages were a moderate or serious problem, particularly for skilled production and IT workers. A Minnesota recreational vehicle manufacturer reported that it isn't running a plant at capacity because of a surprising shortage of workers. A representative of a Minnesota employment services firm noted robust demand for temporary light industrial positions during September and October; demand for permanent positions was volatile. A South Dakota manufacturer reported difficulty finding qualified workers in order to expand operations. In Montana, a job fair indicated that employers were recruiting recent college graduates with engineering, business and computer science majors. According to the business outlook poll, 36 percent of respondents consider securing workers a challenge or serious challenge in 2012, up from 24 percent in last year's poll.
cleveland|Manufacturing|2011|11|New orders and production at District factories were stable along seasonal trends during the past six weeks. Compared to year-ago levels, output was mainly higher. Most of our contacts are cautious in their outlook but expect little change in demand during the upcoming months. Steel producers and service centers reported that shipping volume was steady or slightly lower, with demand being driven by energy and industrial equipment industries. Steel representatives remain hopeful that current volume can be maintained, although some seasonal slowing is expected. District auto production held steady in October on a month-over-month basis. Compared to year-ago levels, output rose moderately, more so for domestic nameplates.
cleveland|Construction|2011|11|Single-family home construction remained sluggish, while activity in multi-family housing and remodeling expanded. Sales contracts were mainly in the move-up price-point categories. Several builders reported that difficulty in obtaining financing is preventing them from adding to their spec inventory. Little change is expected in residential building for the next one to two years. Not much difference was seen in the list prices or discounting of new houses since our last report. The pickup in hiring by general contractors that occurred late in the summer has diminished.
cleveland|Consumer Spending|2011|11|Retailers saw a slight improvement in sales during October, when compared to September's results, with several of our contacts noting a pickup in purchases of cold-weather-related items and home furnishings. Transactions were also ahead of last year's levels, mainly in the mid-single digits. Looking ahead to the holiday shopping season, retailers expect stronger sales on a year-over-year basis. We continued to hear numerous reports about upward pressure on supplier costs, particularly for packaging, fuel, and agricultural commodities. A few retailers reported that suppliers have held off passing through the entire price increase, but they may be less reluctant to do so in 2012. Retailers were also selective about passing through rising prices to consumers. Reports on profit margins were mixed. Capital budgets remain on plan. Most of our contacts said that outlays during 2012 will not change appreciably from this year's levels, and that they will be used mainly for technology enhancements, e-commerce investments, and remodeling. Little change in payrolls is expected at existing stores. Seasonal hiring at some stores will be slightly higher than in 2010.
cleveland|Banking|2011|11|Demand for business loans showed a moderate improvement, although a few community bankers observed some weakening. Requests are being driven by energy, manufacturing, multi-family housing, and healthcare. Reports indicate continued downward pressure on interest rates for commercial credit. On the consumer side, our contacts described installment loan activity as flat or down; however, direct and indirect auto lending continued to show strength. Interest rates remain very competitive. Activity in the residential mortgage market has slowed since our last report, with most applicants looking to refinance. Many bankers noted a pickup in the number of applicants who are refinancing into 15-year mortgages. No changes were made to loan application standards. Overall core deposits continue to grow, although several bankers reported that the growth is being driven by business customers. Delinquencies were steady or declined across loan categories; any stress was mainly on the consumer side. Payrolls were stable, with little hiring expected in the near-term.
cleveland|Energy|2011|11|Conventional oil and natural gas production rose moderately during the past six weeks, while drilling was little changed. Our contacts were somewhat uncertain about future activity due to falling prices for natural gas. Well-head prices for oil were fairly stable. Activity in shale-gas extraction continued to expand. One report characterized production from confirmation wells drilled in Ohio's Utica shale as good. Coal output is expected to be stable for the remainder of this year, though increases are possible in 2012 as a result of growing demand from export markets and domestic utilities. There is some uncertainty surrounding utility demand due to abundant supplies of low-priced natural gas and regulatory compliance issues for coal-fired generators. Spot prices for coal showed normal fluctuations. Capital outlays are on target, with moderate increases projected by oil and gas companies in the upcoming months. The cost of production equipment and materials was flat during the past six weeks.  payrolls held steady.
cleveland|Transportation|2011|11|On balance, freight transport volume was stable over the past six weeks and up slightly on a year-over-year basis. Rising demand was seen from the retail and energy (shale gas and coal) sectors. Our contacts expect volume to grow at a slow, steady pace in the near term. We heard numerous reports of rising prices for tires, parts, and equipment, and of some volatility in fuel prices. Much of the cost increase was recovered via fuel surcharges and rate adjustments when contracts came due. Capital outlays have accelerated during 2011 relative to prior-year levels. Spending is mainly to replace aging equipment and to support demand growth, especially from energy customers. All of our contacts reported hiring for driver replacement or adding capacity, although recruiting qualified drivers was difficult. Wage pressures are emerging due to a tightening of the driver pool.
atlanta|Consumer Spending and Tourism|2011|11|The majority of District retailers reported weaker activity in October through mid-November compared with September. However, most merchants said sales were flat to slightly up compared with a year ago. Inventory levels remained largely unchanged as stores have continued with tight inventory management practices. Retailers anticipate holiday sales to be flat to slightly up compared to the same time last year. Auto sales advanced further, with dealers noting double-digit growth compared with a year ago.
atlanta|Real Estate and Construction|2011|11|Residential brokers indicated that sales softened in October through mid-November compared with September, but were flat to slightly up compared with weak levels from last year. Several brokers noted that potential buyers continued to face challenges securing financing, while others said that deals were falling through because of changes to appraised values or negative inspection results. Contacts continued to report declining home inventories; however, despite fewer available homes, foreclosures and elevated levels of bank-owned properties continued to put downward pressure on home prices. District brokers anticipate sales growth to be flat over the next several months.
atlanta|Manufacturing and Transportation|2011|11|Overall, District manufacturing activity weakened slightly from October through mid-November. Contacts reported a slight increase in new orders, but production declined modestly. Logistics firms noted that retailers had adopted vendor-managed inventories, requiring the supplier to hold inventories until products were ready to be sold. Some manufacturers indicated they were more likely to produce and distribute on a made-to-order basis rather than taking the chance of being caught with excess inventory.
atlanta|Banking and Finance|2011|11|Banking contacts described lending conditions as weak because of a combination of soft loan demand from qualified borrowers and strict regulatory requirements. Companies continued to reduce their debt loads and limited expansion plans and capital improvements.
atlanta|Employment and Prices|2011|11|Contacts suggest that employment plans remained subdued across much of the District. Employers expect hiring to be modest, mostly to fill seasonal positions or critical vacancies caused by attrition. Many contacts noted plans to continue using temporary employees until there is a significant and sustained pickup in demand. Companies also indicated that they did not have any plans to cut employment further; employers felt that they had streamlined their operations as much as possible.
atlanta|Natural Resources and Agriculture|2011|11|Energy industry firms indicated that plans to invest in increased production capacity were proceeding. New drilling technologies have reduced costs and increased extraction capabilities for both oil and gas. In particular, contacts expressed that the cost of unconventional drilling continued to drop, allowing for more efficiencies and the ability to find and extract oil and gas.
new_york|Consumer Spending|2011|11|Non-auto retailers report that same store sales were mostly on or ahead of plan in October and the first half of November but little changed from a year earlier. Contacts at major malls in upstate New York indicate that sales activity was mixed in October but appeared to improve in the early part of November. One large retail chain indicates that sales in the region were down slightly from a year earlier in October and early November but still somewhat ahead of plan. Retail inventories are generally said to be at desired levels, while prices are reported to be flat to down slightly. Auto dealers in upstate New York report that sales were steady to stronger in October and that dealers' service and parts departments continue to perform well.
new_york|Construction and Real Estate|2011|11|Residential real estate markets have been stable, on balance, since the last report, while home construction activity remains low--particularly for single-family homes. New York City's rental market continues to strengthen: asking rents remained on an upward trend up in October and were up 5 to 10 percent from comparable 2010 levels. Scattered reports from elsewhere in the District also point to strengthening rental markets. Co-op and condo prices in Manhattan and Brooklyn were mostly steady since the last report, while transactions activity dipped in October but turned up in early November. In northern New Jersey, home prices are reported to be down modestly, hampered by a glut of distressed properties; while fewer home mortgages are moving into delinquency status recently, there remains a large overhang of distressed properties. New home construction remains at a low level, with multi-family rental buildings accounting for most new development--in both New York City and northern New Jersey. Buffalo-area Realtors report steady home sales activity but some downward drift in prices; they also note a pickup in traffic at open houses.
new_york|Other Business Activity|2011|11|According to an industry contact, financial sector conditions remain adverse, with several thousand layoffs reportedly in the pipeline in the New York City area. This contact notes that regulatory uncertainty is hampering planning and causing shifts in resources among areas. While securities firms are reducing headcounts overall, they are still hiring in the legal and compliance areas. A major New York City employment agency reports that the job market has held steady since the last report with hiring activity described as moderate in October. Starting salaries have remained stable over the past year.
new_york|Financial Developments|2011|11|Small to medium-sized banks in the District report increased demand for commercial mortgages but no change in demand in other loan categories. Bankers also reported an increase in the demand for refinancing. Respondents report tightening credit standards in all categories except residential mortgages, for which they indicate no change. Tightening of standards was most prevalent for commercial mortgages. Contacts report decreases in spreads of loan rates over costs of funds for all loan categories. Respondents also indicate widespread decreases in average deposit rates. Bankers report declining delinquency rates for commercial and industrial loans, but no change in delinquencies for the other loan categories.
chicago|Consumer Spending|2011|11|Consumer spending increased in October and early November. Retailers reported moderate sales growth with consumers responding to an increase in promotions during the reporting period. Contacts expected retailers to use extended promotional periods and heavy discounting in an effort to keep traffic volumes steady over the upcoming holiday shopping season. Auto sales also increased in October, but the sales pace slowed in early November. Dealers indicated that consumers may be waiting to see what end-of-the year deals will be offered; they also were concerned that recent stock market volatility would weigh on consumer confidence and willingness to spend.
chicago|Business Spending|2011|11|Business spending was steady in October and early November. Several manufacturers said that they were reluctant to build inventories, as the elevated uncertainty surrounding the European and Asian economies had led them to take a "hand-to-mouth" attitude towards ordering. In contrast, contacts generally reported moving ahead with planned purchases of equipment and software. Most, however, indicated that hiring plans remained limited. Labor market conditions deteriorated, with some additional layoffs announced and unemployment in the District edging higher. In addition, growth in billable hours continued to moderate for staffing and professional services, although one staffing firm noted that permanent placements were increasing offsetting some of the decline in the demand for temporary workers.
chicago|Construction and Real Estate|2011|11|Construction activity was again subdued in October and early November. Residential real estate conditions remained depressed. Builders reported very little new single-family home construction, and showroom traffic was steady at a low level. Multi-family construction was stronger in comparison. Nonresidential construction increased moderately. Contacts cited continued growth in the industrial sector and an uptick in demand for medical and professional office space, while retail construction remained very slow. Commercial real estate conditions were little changed on balance with only a slight decline in vacancy rates reported.
chicago|Manufacturing|2011|11|Growth in manufacturing production increased further in October before leveling off in early November. Demand for heavy equipment remained strong, led by robust activity in the energy sector. Contacts expected the growth in demand for equipment to moderate going forward, but also noted that the need to replace aging capital would continue to boost demand into next year. Manufacturers of specialty industrial metals also reported greater activity, driven in large part by the auto sector and exports. Auto production in the District continued to steadily improve, although the recent flooding in Thailand was reported to have challenged supply chains and impeded the recovery of dealer inventories of Japanese vehicles. Several contacts cited concerns that going forward moderately higher production levels would begin to strain capacity in the supply chain. In contrast, capacity utilization in the steel industry decreased, and orders coming into service centers were described as spotty. Furthermore, manufacturers of household appliances and construction materials reported declining demand.
chicago|Banking and Finance|2011|11|Credit conditions were little changed on balance during the reporting period. Volatility in equity markets remained elevated, and some additional flight to quality further boosted the demand for Treasury debt. Contacts noted the bankruptcy filing of MF Global Holdings Ltd. was disruptive for the company's former clients, with missing funds and uncertainty about the status of their futures and options positions limiting their ability to manage risk. Corporate funding costs generally edged lower as spreads narrowed relative to low benchmark interest rates. Banking contacts indicated that business loan demand continued to be muted by clients' reluctance to take on growth-oriented projects due to economic and political uncertainty. In addition, the lower liquidity in high yield and term loan markets did not seem to be causing much substitution of leveraged financing from bond and syndicated loan markets into individual bank loans. Business loan quality was noted to be stabilizing, with little additional improvement expected in the near-term.
chicago|Prices and Costs|2011|11|Cost pressures remained elevated, even though raw materials prices declined further in October and early November. Steel prices, in particular, moved lower over the reporting period. Contacts again reported extended lead times for specialty metals. In addition, tires were reported to be in shortage, with a contact indicating tight supplies are likely to persist until new plants come on-line in 2013. Wholesale price increases slowed, but cost pressures remained elevated for food, fabrics, diesel fuel, and shipping. Retailers reported they were absorbing most of these higher costs in their margins, but some pass-through to downstream prices continued. Wage pressures remained moderate.
